0,1833.1575,7672.0176,5043.078,17811.54,2835.7766,4463.033
0,1675.0796,10122.907,1727.8262,7260.7915,4915.193,17405.186
0,1562.1755,14478.043,30002.309,39114.17,8954.019,6583.7656
0,1356.554,8496.779,6006.496,10293.341,6552.871,4022.4136
0,1514.4625,18507.652,1593.0426,4775.6836,4422.4365,24215.32
0,1843.9952,16745.191,1522.5754,4723.078,5582.983,22692.486
0,2153.4077,6165.561,10876.418,22473.254,6002.351,3543.6934
0,1937.5315,4096.876,16876.002,22418.328,1553.3928,2248.4043
0,2140.8284,9982.778,11709.977,16912.248,7425.9097,2685.0706
0,1844.3271,7097.1597,19109.055,26688.682,2183.1416,4766.9966
0,1793.4136,11397.562,18694.316,22627.72,5321.823,1902.0112
0,5562.243,3854.566,1739.4861,4339.8823,4361.0435,8102.8887
0,1367.9172,17671.355,2471.3428,7579.672,5221.066,10785.799
0,1977.8347,4190.993,3410.0417,7901.5225,5476.59,3954.181
0,1294.3975,20213.344,2312.2334,5902.7935,4916.8457,23856.523
0,1833.3794,8919.031,19786.93,30470.896,7035.9614,6132.537
0,1598.9042,8166.6094,10309.253,14712.946,1845.953,1638.8779
0,2074.7014,7642.306,10125.526,12296.529,1970.1172,2941.964
0,1966.2771,3719.6953,43552.895,52254.094,7453.9204,2443.5994
0,1980.9385,9277.104,1889.0481,5656.2793,4478.073,13889.474
0,1852.1523,5894.8,13995.311,17430.135,1460.2362,2823.011
0,2233.8225,6696.543,13707.968,15381.531,3056.7397,3036.4072
0,1551.6882,9183.342,22383.623,33946.746,7076.575,5651.7583
0,1704.0562,4235.127,9473.598,15640.592,6618.9453,4838.824
0,1651.4985,9365.421,26298.701,37495.57,2876.2405,1955.1133
0,1326.1348,7767.884,15937.699,26934.373,5397.742,2765.1333
0,2513.216,12272.549,9531.115,18131.613,2048.379,2035.3109
0,1687.688,2851.912,30700.928,40025.94,2673.49,2585.9226
0,1659.2906,3742.0566,21427.049,28805.93,3149.5283,3834.5906
